ticket_id,subject,description,category,priority,department,resolution_type,resolution,resolved_in_steps,confidence_score,feedback,was_escalated,is_repeated_issue,is_ambiguous,source
HW-G-0075,Computer running extremely slow,Not sure if this is the right place but my desktop has been very slow for the past two days. Opening any application takes several minutes and even typing is laggy.,Hardware & Infrastructure,High,Sales,step_by_step,Step 1: Open Task Manager and check for high CPU or memory usage. Step 2: Restart the computer. Step 3: Run disk cleanup to free up space. Step 4: Check if antivirus is running a full scan and pause it temporarily. Step 5: If issue persists IT will assess RAM and storage health.,5,0.85,satisfied,False,True,False,general
HW-G-0076,Projector not connecting to laptop,Not sure if this is the right place but i have a presentation in 30 minutes and the conference room projector will not connect to my laptop via HDMI.,Hardware & Infrastructure,High,Marketing,quick_fix,Press Windows + P to open the display projection menu and select Duplicate or Extend. If still not detected try a different HDMI cable from the cabinet.,1,0.9,satisfied,False,True,False,general
HW-G-0077,Monitor not displaying anything,I came back from lunch and my monitor is completely black. The computer seems to be on but nothing shows on screen.,Hardware & Infrastructure,Medium,Sales,step_by_step,Step 1: Check that the monitor power cable is securely plugged in. Step 2: Check the display cable connection on both ends. Step 3: Press the monitor input select button to cycle through inputs. Step 4: Connect a different monitor to isolate whether issue is the monitor or the GPU.,4,0.85,satisfied,False,True,False,general
HW-G-0078,Keyboard keys not working,This is really frustrating. Several keys on my keyboard have stopped responding — the number keys and some letters. My keyboard is wired USB.,Hardware & Infrastructure,Low,IT,step_by_step,Step 1: Unplug the keyboard and plug into a different USB port. Step 2: Test the keyboard on another computer. Step 3: If confirmed faulty submit a hardware replacement request.,3,0.91,satisfied,False,False,False,general
HW-G-0079,Hard drive making clicking noise,Following up on this issue — my computer hard drive has started making a clicking noise when I open files. I am worried I might lose data.,Hardware & Infrastructure,Critical,Marketing,step_by_step,Step 1: Immediately back up all important files to the shared network drive. Step 2: Stop using the machine for heavy tasks. Step 3: Escalate to IT immediately — clicking noise indicates imminent drive failure.,3,0.48,escalated,True,False,False,general
HW-G-0080,Monitor not displaying anything,Quick question — i came back from lunch and my monitor is completely black. The computer seems to be on but nothing shows on screen.,Hardware & Infrastructure,Medium,Sales,step_by_step,Step 1: Check that the monitor power cable is securely plugged in. Step 2: Check the display cable connection on both ends. Step 3: Press the monitor input select button to cycle through inputs. Step 4: Connect a different monitor to isolate whether issue is the monitor or the GPU.,4,0.85,satisfied,False,True,False,general
HW-G-0081,Computer running extremely slow,"Hi, My desktop has been very slow for the past two days. Opening any application takes several minutes and even typing is laggy.",Hardware & Infrastructure,High,Finance,step_by_step,Step 1: Open Task Manager and check for high CPU or memory usage. Step 2: Restart the computer. Step 3: Run disk cleanup to free up space. Step 4: Check if antivirus is running a full scan and pause it temporarily. Step 5: If issue persists IT will assess RAM and storage health.,5,0.94,satisfied,False,True,False,general
HW-G-0082,Monitor not displaying anything,"Hi team, i came back from lunch and my monitor is completely black. The computer seems to be on but nothing shows on screen.",Hardware & Infrastructure,Low,IT,step_by_step,Step 1: Check that the monitor power cable is securely plugged in. Step 2: Check the display cable connection on both ends. Step 3: Press the monitor input select button to cycle through inputs. Step 4: Connect a different monitor to isolate whether issue is the monitor or the GPU.,4,0.84,satisfied,False,True,False,general
HW-G-0083,Projector not connecting to laptop,Not sure if this is the right place but i have a presentation in 30 minutes and the conference room projector will not connect to my laptop via HDMI.,Hardware & Infrastructure,Critical,IT,quick_fix,Press Windows + P to open the display projection menu and select Duplicate or Extend. If still not detected try a different HDMI cable from the cabinet.,1,0.9,escalated,True,True,False,general
HW-G-0084,Projector not connecting to laptop,"Hi team, i have a presentation in 30 minutes and the conference room projector will not connect to my laptop via HDMI.",Hardware & Infrastructure,High,IT,quick_fix,Press Windows + P to open the display projection menu and select Duplicate or Extend. If still not detected try a different HDMI cable from the cabinet.,1,0.92,satisfied,False,True,False,general
HW-G-0085,Printer not printing,The office printer is not printing. I sent a document 20 minutes ago and it is stuck in the queue. Other colleagues are also affected.,Hardware & Infrastructure,Medium,Operations,step_by_step,Step 1: Open print queue and cancel all pending jobs. Step 2: Restart the printer. Step 3: Restart the print spooler service on your computer. Step 4: Reinstall the printer driver if the issue continues.,4,0.97,satisfied,False,True,False,general
HW-G-0086,Printer not printing,Following up on this issue — the office printer is not printing. I sent a document 20 minutes ago and it is stuck in the queue. Other colleagues are also affected.,Hardware & Infrastructure,High,Marketing,step_by_step,Step 1: Open print queue and cancel all pending jobs. Step 2: Restart the printer. Step 3: Restart the print spooler service on your computer. Step 4: Reinstall the printer driver if the issue continues.,4,0.82,satisfied,False,True,False,general
HW-G-0087,New laptop setup required,Following up on this issue — i received a new laptop but it has not been set up yet. It needs company software installed and connected to the domain.,Hardware & Infrastructure,Critical,Operations,information,"Raise a new device onboarding request through the IT portal. The setup team will schedule a session within 24 hours to configure the device, install required software, and join it to the company domain.",1,0.86,escalated,True,False,False,general
HW-G-0088,New laptop setup required,Urgent - I received a new laptop but it has not been set up yet. It needs company software installed and connected to the domain.,Hardware & Infrastructure,Medium,Marketing,information,"Raise a new device onboarding request through the IT portal. The setup team will schedule a session within 24 hours to configure the device, install required software, and join it to the company domain.",1,0.94,satisfied,False,False,False,general
HW-G-0089,Hard drive making clicking noise,"Hello, My computer hard drive has started making a clicking noise when I open files. I am worried I might lose data. Please help.",Hardware & Infrastructure,Critical,Operations,step_by_step,Step 1: Immediately back up all important files to the shared network drive. Step 2: Stop using the machine for heavy tasks. Step 3: Escalate to IT immediately — clicking noise indicates imminent drive failure.,3,0.62,escalated,True,False,False,general
HW-G-0090,Hard drive making clicking noise,"Hi team, my computer hard drive has started making a clicking noise when I open files. I am worried I might lose data.",Hardware & Infrastructure,Critical,Marketing,step_by_step,Step 1: Immediately back up all important files to the shared network drive. Step 2: Stop using the machine for heavy tasks. Step 3: Escalate to IT immediately — clicking noise indicates imminent drive failure.,3,0.49,escalated,True,False,False,general
